"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","genus","subgenus","specificEpithet","elevation"
1968,7,20,"NO DISPONIBLE","Oaxaca","Cerro Jicote, 1.5 km al W de Magadalena Jicotlán",17.8,-97.480833,"Quercus rugosa Née","Quercus",NA,"rugosa",1175
1975,5,19,"NO DISPONIBLE","Oaxaca","Cerca del Cerro Pelon",17.331111,-96.481389,"Quercus rugosa Née","Quercus",NA,"rugosa",1475
1965,10,18,"NO DISPONIBLE","Oaxaca","El Carrizal, Yolox, Oax.",17.592778,-96.543056,"Quercus rugosa Née","Quercus",NA,"rugosa",800
1986,6,3,"NO DISPONIBLE","Oaxaca","17 km al NE de Tlacuache",17.901389,-97.4675,"Quercus rugosa Née","Quercus",NA,"rugosa",1230
1965,1,19,"NO DISPONIBLE","Oaxaca","El Carrizal, Yolox, Oax.",17.592778,-96.543056,"Quercus rugosa Née","Quercus",NA,"rugosa",800
1971,7,12,"NO DISPONIBLE","Oaxaca","Cerros de la Peña Agujerada y El Mogote",17.829722,-97.401944,"Quercus rugosa Née","Quercus",NA,"rugosa",1300
1965,1,19,"NO DISPONIBLE","Oaxaca","Cerca del Campamento de la Papelera Tuxtepec, camino al Carrizal, Yolox",17.591667,-96.553611,"Quercus rugosa Née","Quercus",NA,"rugosa",35
1969,2,7,"Ladera caliza","Oaxaca","Laguna Prieta de Cerro Negro",17.841667,-97.323333,"Quercus rugosa Née","Quercus",NA,"rugosa",1250
1970,8,24,"Slope of sierra","Oaxaca","In pine and madrone forest on west slope of Sierra about 1 mile of Rosa Blanca",17.163333,-96.622222,"Quercus rugosa Née","Quercus",NA,"rugosa",1300
1938,12,NA,"NO DISPONIBLE","Oaxaca","teotitlan",17.030833,-96.501667,"Quercus rugosa Née","Quercus",NA,"rugosa",0
1952,10,28,"NO DISPONIBLE","Oaxaca","Yag Shog, San Pedro Jilotepec",16.234167,-95.171111,"Quercus urbani Trel.","Quercus",NA,"urbani",0
1981,5,16,"NO DISPONIBLE","Oaxaca","Ruta 190 ca. 25 km S of Nochixtlán",17.333056,-97.158611,"Quercus urbani Trel.","Quercus",NA,"urbani",1085
1968,5,19,"LADERA ANDESITICA","Oaxaca","Cerro Jicote, 1.5 km al W de Magadalena Jicotlán",17.8,-97.480833,"Quercus urbani Trel.","Quercus",NA,"urbani",1100
1965,5,8,"NO DISPONIBLE","Oaxaca","10 miles south of Sola de Vega along road to Puerto Escondido",15.893611,-97.078889,"Quercus urbani Trel.","Quercus",NA,"urbani",1155
1974,11,9,"NO DISPONIBLE","Oaxaca","15 km al SE de Nochixtlán, sobre la carretera a Oaxaca",17.384167,-97.2,"Quercus urbani Trel.","Quercus",NA,"urbani",1050
1969,1,31,"Ladera de arenisca con terreno erosionado","Oaxaca","Cerro Cushrhu, 2 km al NW de Tlacotepec",17.824167,-97.431111,"Quercus urbani Trel.","Quercus",NA,"urbani",1125
1964,12,1,"NO DISPONIBLE","Oaxaca","16 km al NE de Oaxaca, sobre la carretera a Ixtlán de Juárez",17.131111,-96.595556,"Quercus urbani Trel.","Quercus",NA,"urbani",1150
1965,4,14,"ladera","Oaxaca","10 km al N de Lachao, km 170 carretera Oaxaca-Puerto Escondido",16.271944,-97.235,"Quercus urbani Trel.","Quercus",NA,"urbani",900
1969,1,31,"Ladera de arenisca con terreno erosionado","Oaxaca","Cerro Cushrhu, 2 km al NW de Tlacotepec",17.824167,-97.431111,"Quercus urbani Trel.","Quercus",NA,"urbani",1125
NA,NA,NA,"Ladera ígnea","Oaxaca","Cerro Tamazulapan, 3 km al E de San Francisco Teopan",17.819444,-97.456389,"Quercus urbani Trel.","Quercus",NA,"urbani",1175
1965,4,16,"ladera","Oaxaca","10 km al S de Suchistepec, km 136 carretera Oaxaca-Puerto Ángel",17.905,-97.693611,"Quercus urbani Trel.","Quercus",NA,"urbani",1250
1978,10,4,"NO DISPONIBLE","Oaxaca","Km 11 Camino Zaachila-Sta. Inés del Monte",17.970833,-96.828056,"Quercus urbani Trel.","Quercus",NA,"urbani",950
1964,9,15,"Ladera silicosa","Oaxaca","San Andrés Zautla",17.915833,-96.605833,"Quercus urbani Trel.","Quercus",NA,"urbani",800
1971,7,12,"Sustrato de areniscas","Oaxaca","Tlacotepec, ex-distrito de Coixtlahuaca, Cerro de Peña Aujerada",17.829722,-97.403333,"Quercus urbani Trel.","Quercus",NA,"urbani",1200
1965,4,14,"NO DISPONIBLE","Oaxaca","Puertecillo de Lachao, mpio. de San Juan Lachao, km 180 carretera Oaxaca-Puerto Escondido",16.158056,-97.124722,"Quercus candicans Née","Quercus",NA,"candicans",1000
1989,9,14,"NO DISPONIBLE","Oaxaca","Alrededores de Loma de Las Flores",18.054167,-96.745556,"Quercus candicans Née","Quercus",NA,"candicans",725
1965,9,27,"NO DISPONIBLE","Oaxaca","25 km al S de San Miguel Suchixtepec sobre la carretera a Pochutla, mun. Pluma Hidalgo",15.906667,-96.483056,"Quercus candicans Née","Quercus",NA,"candicans",850
1950,8,14,"NO DISPONIBLE","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus candicans Née","Quercus",NA,"candicans",1175
1980,10,23,"NO DISPONIBLE","Oaxaca","Campamento San Mateo, 14 km al oeste de San Jerónimo, mun. San Jerónimo Sosola",16.718611,-96.995278,"Quercus candicans Née","Quercus",NA,"candicans",995
1989,6,12,"NO DISPONIBLE","Oaxaca","Alrededores de Totontepec",17.266667,-96.032778,"Quercus candicans Née","Quercus",NA,"candicans",1350
1965,5,9,"NO DISPONIBLE","Oaxaca","10-30 km by road N of San Gabriel Mixtepec",16.176389,-97.1,"Quercus candicans Née","Quercus",NA,"candicans",900
1984,11,6,"Ladera de cerro","Oaxaca","1 km al S de Las Huertas",17.349167,-97.684444,"Quercus candicans Née","Quercus",NA,"candicans",1275
1989,9,13,"NO DISPONIBLE","Oaxaca","2 km de San Isidro, rumbo a Mazatlán de las Flores",18.095278,-96.928333,"Quercus candicans Née","Quercus",NA,"candicans",1050
1952,11,12,"NO DISPONIBLE","Oaxaca","San Domingo Chontecomatlán",16.250556,-96.023611,"Quercus candicans Née","Quercus",NA,"candicans",0
1988,10,30,"NO DISPONIBLE","Oaxaca","5 km al E de San Juan Mixtepec",17.2975,-97.807778,"Quercus candicans Née","Quercus",NA,"candicans",950
1985,4,12,"Ladera de cerro","Oaxaca","Las Brujas",17.351389,-97.685833,"Quercus candicans Née","Quercus",NA,"candicans",1180
1987,7,24,"NO DISPONIBLE","Oaxaca","3 km de la desv. San Juan Mixtepec-Santo Domingo Yosomaña",17.371667,-97.765,"Quercus laeta Liebm.","Quercus",NA,"laeta",1200
1987,7,24,"NO DISPONIBLE","Oaxaca","3 km de la desv. San Juan Mixtepec-Santo Domingo Yosomaña",17.371667,-97.765,"Quercus laeta Liebm.","Quercus",NA,"laeta",1090
1964,11,29,"Ladera caliza","Oaxaca","14 km al NW de Yanhuitlán",17.621667,-97.429722,"Quercus laeta Liebm.","Quercus",NA,"laeta",1150
1975,6,27,"NO DISPONIBLE","Oaxaca","46 km al SSW de Valle Nacional, sobre la carretera a Oaxaca",17.431944,-96.427778,"Quercus eugeniifolia Liebm.","Quercus",NA,"eugeniifolia",1025
1975,5,19,"NO DISPONIBLE","Oaxaca","10 km al NE del Cerro Pelón, sobre el camino a Tuxtepec",17.398333,-96.413889,"Quercus eugeniifolia Liebm.","Quercus",NA,"eugeniifolia",1100
1968,8,4,"Ladera ígnea con exposición","Oaxaca","Cerro Nate, 3.5 km al SSW de Santa Magdalena Jicotlán",17.793889,-97.515,"Quercus pilicaulis Trel.","Quercus",NA,"pilicaulis",1225
1968,8,24,"Ladera caliza","Oaxaca","Cerro Solo, 7 km al NE de Tepelmeme de Morelos",17.881667,-97.38,"Quercus schenckiana Trel.","Quercus",NA,"schenckiana",1225
1970,10,9,"Ladera caliza","Oaxaca","12 km al SE deTepelmeme, camino a Mahuizapan",17.948611,-97.343056,"Quercus schenckiana Trel.","Quercus",NA,"schenckiana",1125
1955,12,6,"NO DISPONIBLE","Oaxaca","Cerro del Gavilán, Santiago Lachiguirí",16.685556,-95.515278,"Quercus schenckiana Trel.","Quercus",NA,"schenckiana",0
1971,9,7,"NO DISPONIBLE","Oaxaca","Otla, Coixtlahuaca",17.686111,-97.365833,"Quercus castanea Née","Quercus",NA,"castanea",1250
1950,8,18,"NO DISPONIBLE","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus castanea Née","Quercus",NA,"castanea",1175
1972,12,20,"Rocky slope","Oaxaca","Ca. 10 km SE of Nochixtlan",17.427222,-97.218611,"Quercus castanea Née","Quercus",NA,"castanea",1100
1982,1,14,"weeds","Oaxaca","2 km al S de Ixtlán de Juárez",17.314444,-96.480833,"Quercus castanea Née","Quercus",NA,"castanea",1100
1968,10,23,"NO DISPONIBLE","Oaxaca","Cerro Pachón, 3.5 km al NW de Concepción Buenavista",17.887778,-97.423611,"Quercus castanea Née","Quercus",NA,"castanea",1125
1971,7,12,"NO DISPONIBLE","Oaxaca","Cerro de la Peña Agujerada y El Mogote Grande",17.198056,-97.532778,"Quercus castanea Née","Quercus",NA,"castanea",1200
1971,8,6,"Cañada, suelo de areniscas","Oaxaca","Tlacotepec, Coixtlahuaca",17.813056,-97.417222,"Quercus castanea Née","Quercus",NA,"castanea",1150
1968,10,21,"Ladera calichosa","Oaxaca","Loma del Gallo, 3.5 km al S de Magdalena Jicotlán",17.767778,-97.468056,"Quercus castanea Née","Quercus",NA,"castanea",1125
1979,11,11,"Suelo arenoso de granito descompuesto","Oaxaca","Terracería a San Gabriel, 38 km al N de Puerto Escondido, 7 km al S de San Gabriel",16.196944,-97.067222,"Quercus castanea Née","Quercus",NA,"castanea",435
1968,5,17,"Ladera margosa","Oaxaca","4 km al SW de Magdalena Jicotlán",17.831944,-97.486667,"Quercus castanea Née","Quercus",NA,"castanea",1150
1965,4,17,"Ladera metamórfica","Oaxaca","6 km al W de El Fortín, km 479 de la carretera México-Oaxaca",17.465833,-97.3475,"Quercus castanea Née","Quercus",NA,"castanea",1150
1968,8,4,"Ladera ígnea de exposición NW","Oaxaca","Cerro Nate, 3.5 km al SSW de Santa Magdalena Jicotlán",17.793889,-97.515,"Quercus castanea Née","Quercus",NA,"castanea",1225
1972,11,27,"NO DISPONIBLE","Oaxaca","Rancho Teja, 2 km al E de Ixtlán",17.318056,-96.478611,"Quercus castanea Née","Quercus",NA,"castanea",1125
1952,10,22,"NO DISPONIBLE","Oaxaca","Santa Lucía Tehuantepec",16.323611,-95.226667,"Quercus castanea Née","Quercus",NA,"castanea",750
1965,5,7,"Slope","Oaxaca","9 miles north of Sola de Vega along road to Oaxaca",16.076944,-95.666111,"Quercus castanea Née","Quercus",NA,"castanea",870
1968,5,17,"Ladera margosa","Oaxaca","4 km al SW de Magdalena Jicotlán",17.831944,-97.486667,"Quercus castanea Née","Quercus",NA,"castanea",1150
1987,9,11,"Ladera de cerro","Oaxaca","Santa Lucia Miahuatlán",16.2825,-96.551111,"Quercus castanea Née","Quercus",NA,"castanea",900
1971,6,NA,"NO DISPONIBLE","Oaxaca","Cerro Barroso",17.729444,-97.729722,"Quercus castanea Née","Quercus",NA,"castanea",1300
1981,4,10,"NO DISPONIBLE","Oaxaca","Cerro Yucudaá, 3 km al norte de San Juan Teposcolula",17.578889,-97.472778,"Quercus castanea Née","Quercus",NA,"castanea",1180
1965,4,17,"Ladera metamórfica","Oaxaca","El Fortín, km 492 carretera México-Oaxaca",17.523056,-97.223333,"Quercus castanea Née","Quercus",NA,"castanea",1150
1952,10,22,"NO DISPONIBLE","Oaxaca","Santa Lucía Tehuantepec",16.323611,-95.226667,"Quercus castanea Née","Quercus",NA,"castanea",750
1987,12,10,"Ladera de cerro","Oaxaca","2 km al W del El Duraznillo",16.641111,-96.185556,"Quercus castanea Née","Quercus",NA,"castanea",935
1982,2,18,"NO DISPONIBLE","Oaxaca","5 km al E de Yucuanama",17.548611,-97.434722,"Quercus castanea Née","Quercus",NA,"castanea",1200
1982,9,25,"suelo arenoso arcilloso","Oaxaca","6 km al NE de Calpulalpan, camino a Llano Verde",17.326111,-96.43,"Quercus castanea Née","Quercus",NA,"castanea",0
1968,7,21,"NO DISPONIBLE","Oaxaca","Cerro Amarillo, 2 km al S de Magdalena Jicotlán",17.78,-97.464444,"Quercus castanea Née","Quercus",NA,"castanea",1185
1971,7,12,"NO DISPONIBLE","Oaxaca","Cerro de la Peña Agujerada y El Mogote Grande",17.198056,-97.532778,"Quercus castanea Née","Quercus",NA,"castanea",1300
1984,6,7,"Orilla del camino","Oaxaca","Alrededores de Guadalupe Mirasol",17.3975,-97.706944,"Quercus castanea Née","Quercus",NA,"castanea",1150
1971,6,NA,"NO DISPONIBLE","Oaxaca","Cerro Barroso",17.729444,-97.729722,"Quercus castanea Née","Quercus",NA,"castanea",1300
1968,7,20,"NO DISPONIBLE","Oaxaca","Cerro Jicote, 1.5 km al W de Magadalena Jicotlán",17.8,-97.480833,"Quercus castanea Née","Quercus",NA,"castanea",1175
1971,5,13,"NO DISPONIBLE","Oaxaca","Cerro del Casahuate",17.711667,-97.4,"Quercus castanea Née","Quercus",NA,"castanea",1200
1950,8,16,"The drier ridges and less favorable soils","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus castanea Née","Quercus",NA,"castanea",1175
1973,5,28,"NO DISPONIBLE","Oaxaca","25 km al N de Ixtlán, sobre la carretera a Tuxtepec",17.514722,-96.385,"Quercus castanea Née","Quercus",NA,"castanea",1350
1978,11,6,"NO DISPONIBLE","Oaxaca","Km 12 del camino Trapiche-Asunción Mixtepec",16.396944,-96.108333,"Quercus castanea Née","Quercus",NA,"castanea",859
1956,12,29,"NO DISPONIBLE","Oaxaca","Cerro de San Felipe del Agua",17.127222,-96.716111,"Quercus castanea Née","Quercus",NA,"castanea",1250
1964,9,15,"NO DISPONIBLE","Oaxaca","San Andrés Zautla",17.915833,-96.605833,"Quercus castanea Née","Quercus",NA,"castanea",800
1982,2,22,"Suelo de color rojo arcilloso","Oaxaca","3 km al W de Yucunama",17.548611,-97.513611,"Quercus castanea Née","Quercus",NA,"castanea",1225
1987,11,6,"Ladera de cerro","Oaxaca","1 km al S de Las Huertas",17.349167,-97.684444,"Quercus castanea Née","Quercus",NA,"castanea",1275
1983,11,9,"NO DISPONIBLE","Oaxaca","14 km al N de Mitla, carretera a Totontepec",17.045278,-96.300278,"Quercus castanea Née","Quercus",NA,"castanea",1015
1969,2,7,"Ladera caliza","Oaxaca","Laguna Prieta de Cerro Negro",17.841667,-97.323333,"Quercus castanea Née","Quercus",NA,"castanea",1250
1964,11,29,"Ladera caliza","Oaxaca","14 km al NW de Yanhuitlán",17.621667,-97.429722,"Quercus castanea Née","Quercus",NA,"castanea",1150
1965,5,8,"Steep slope","Oaxaca","10 miles south of Sola de Vega along road to Puerto Escondido",15.893611,-97.078889,"Quercus castanea Née","Quercus",NA,"castanea",1050
1987,7,9,"Ladera de cerro","Oaxaca","La Garzona",16.7575,-96.661667,"Quercus castanea Née","Quercus",NA,"castanea",900
1971,7,12,"NO DISPONIBLE","Oaxaca","Cerros de la Peña Agujerada y El Mogote",17.829722,-97.401944,"Quercus castanea Née","Quercus",NA,"castanea",1300
1968,9,12,"Ladera ígnea","Oaxaca","Cerro Tamazulapan, 3 km al E de San Francisco Teopan",17.819444,-97.456389,"Quercus castanea Née","Quercus",NA,"castanea",1175
1978,10,4,"Suelo amarillo, rocoso","Oaxaca","Km 11 Camino Zaachila-Sta. Inés del Monte",17.970833,-96.828056,"Quercus castanea Née","Quercus",NA,"castanea",950
1979,10,12,"Suelos forestales de color café, pendiente de 15%","Oaxaca","Poblado de San José de Gracia",17.428611,-97.4775,"Quercus castanea Née","Quercus",NA,"castanea",1050
1980,10,26,"NO DISPONIBLE","Oaxaca","9 km al N de Díaz Ordaz, distrito de Tlacolula",16.408889,-96.588611,"Quercus castanea Née","Quercus",NA,"castanea",0
1965,4,12,"Ladera caliza","Oaxaca","15 km al NE de Sola de la Vega, sobre la carretera a Zimatlán",16.902778,-96.733056,"Quercus resinosa Liebm.","Quercus",NA,"resinosa",850
1968,10,23,"NO DISPONIBLE","Oaxaca","Cerro Pachón, 3.5 km al NW de Concepción Buenavista",17.887778,-97.423611,"Quercus ×esperanzae Trel.","Quercus",NA,"esperanzae",1125
1981,11,22,"Sabana","Oaxaca","Cotzocon",17.166389,-95.783056,"Quercus splendens Née","Quercus",NA,"splendens",50
1975,5,19,"NO DISPONIBLE","Oaxaca","Cerca del Cerro Pelon",17.331111,-96.481389,"Quercus copeyensis C.H.Mull.","Quercus",NA,"copeyensis",1475
1965,9,30,"Ladera metamórfica","Oaxaca","Sola de Vega, sobre la carretera a Puerto Escondido",15.979444,-97.097778,"Quercus peduncularis Née","Quercus",NA,"peduncularis",455
1951,10,29,"NO DISPONIBLE","Oaxaca","Las Arenas, Matías Romero",16.897222,-95.015278,"Quercus peduncularis Née","Quercus",NA,"peduncularis",100
1965,9,17,"NO DISPONIBLE","Oaxaca","9 km (by road) N of Ixtlan",17.333611,-96.500278,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1100
1980,8,19,"ZONA AGRICOLA","Oaxaca","Macualtianguis, cerca de la antena de teléfono",17.558611,-96.564167,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1060
1950,8,18,"On drier ridges and less favorable soils","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1175
1966,8,20,"NO DISPONIBLE","Oaxaca","14 mi. NW Llano Verde",16.992222,-97.041111,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1000
1981,7,30,"NO DISPONIBLE","Oaxaca","Camino de Trinidad a Xiacuí, Sierra de Juárez",17.283056,-96.449444,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1200
1984,10,6,"Pendiente ligera, suelo arenoso","Oaxaca","1 km al N de Congregación Benito Juárez, ca. del Río Portamonedas, ca. 39 en línea recta al N",16.725,-94.133333,"Quercus peduncularis Née","Quercus",NA,"peduncularis",450
1982,2,18,"Suelo gris oscuro con sustrato calizo","Oaxaca","2 km al E de Yucunama",17.553056,-97.464722,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1225
1980,4,3,"NO DISPONIBLE","Oaxaca","Paraje Ojo de Agua, en Macualtianguis",17.566389,-96.567778,"Quercus peduncularis Née","Quercus",NA,"peduncularis",900
1975,5,20,"NO DISPONIBLE","Oaxaca","3 km al NE de Ixtlán, sobre la carretera a Tuxtepec",17.348333,-96.459167,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1025
NA,NA,NA,"Suelo duro, rocas calizas","Oaxaca","Paraje Ojo de Agua, en Macualtianguis",17.566389,-96.567778,"Quercus peduncularis Née","Quercus",NA,"peduncularis",900
1981,7,29,"NO DISPONIBLE","Oaxaca","Ruta 175 tuxtepec a Oaxaca, Las Animas, ca 5 km al de la Cumbre",17.194722,-96.567222,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1175
1981,4,8,"NO DISPONIBLE","Oaxaca","A 4 km sobre el camino Guadalupe Tixá a San Andrés Lagunas",17.481389,-97.547222,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1170
1981,4,10,"NO DISPONIBLE","Oaxaca","Cerro Yucudaá, 3 km al norte de San Juan Teposcolula",17.578889,-97.472778,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1180
1950,8,16,"NO DISPONIBLE","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1175
1984,10,6,"Pendiente ligera, suelo arenoso","Oaxaca","1 km al N de Congregación Benito Juárez, ca. del Río Portamonedas, ca. 39 en línea recta al N",16.725,-94.133333,"Quercus conspersa Benth.","Quercus",NA,"conspersa",450
1968,8,24,"Ladera caliza","Oaxaca","Cerro Solo, 7 km al NE de Tepelmeme de Morelos",17.881667,-97.38,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1175
1980,7,31,"NO DISPONIBLE","Oaxaca","Macuiltianguis",17.589444,-96.558889,"Quercus conspersa Benth.","Quercus",NA,"conspersa",750
1987,10,23,"NO DISPONIBLE","Oaxaca","Camino a Agua Canoa",16.671389,-96.3,"Quercus conspersa Benth.","Quercus",NA,"conspersa",560
1965,8,2,"NO DISPONIBLE","Oaxaca","6 mi NW El Coyula",16.278056,-95.5375,"Quercus conspersa Benth.","Quercus",NA,"conspersa",750
1972,12,19,"NO DISPONIBLE","Oaxaca","14 km al SE de Camarón, sobre la carretera a Tehuantepec",16.503056,-95.174722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",675
1982,9,19,"NO DISPONIBLE","Oaxaca","17 km al SW de San Sebastián de las Grutas camino a Tlacuache",17.891389,-97.504167,"Quercus conspersa Benth.","Quercus",NA,"conspersa",0
1982,3,15,"NO DISPONIBLE","Oaxaca","13 km al NE del Coyul carr. Tehuantepec-Oaxaca",16.990278,-97.937222,"Quercus conspersa Benth.","Quercus",NA,"conspersa",0
1981,7,18,"NO DISPONIBLE","Oaxaca","1 km al E de Teposcolula",17.516389,-97.485556,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1120
1980,10,24,"NO DISPONIBLE","Oaxaca","Campamento San Mateo, 14 km al oeste de San Jerónimo, mun. San Jerónimo Sosola",16.718611,-96.995278,"Quercus conspersa Benth.","Quercus",NA,"conspersa",950
1973,11,4,"NO DISPONIBLE","Oaxaca","North of Jayacatlán along road towards Nacaltepec",17.5025,-96.919722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",800
1951,11,23,"NO DISPONIBLE","Oaxaca","18 km al SE of Nochistlán, in the Mixteca Alta",17.413889,-97.185,"Quercus conspersa Benth.","Quercus",NA,"conspersa",0
1982,2,17,"NO DISPONIBLE","Oaxaca","2 km al E de Yucunama",17.553056,-97.464722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1250
1987,11,4,"NO DISPONIBLE","Oaxaca","3 km al NW de Unión Juárez, cam. Rio Monas-Peña Colorada",16.959722,-96.415556,"Quercus conspersa Benth.","Quercus",NA,"conspersa",775
1960,8,20,"NO DISPONIBLE","Oaxaca","Puerto Herrera (km 420), just NW of Yanhuitlán",17.550278,-97.416944,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1250
1981,7,30,"NO DISPONIBLE","Oaxaca","Distrito de Ixtlán, Sierra de Juárez; camino de Trinidad a Xiacui",17.330556,-96.487222,"Quercus urbani f. parvifolia Martínez","Quercus",NA,"urbani",1200
1975,5,20,"NO DISPONIBLE","Oaxaca","3 km al NE de Ixtlán, sobre la carretera a Tuxtepec",17.348333,-96.459167,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1025
1986,6,3,"NO DISPONIBLE","Oaxaca","1 KM AL S DE SANTA MARIA LAXIXIO",16.567778,-96.999444,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1000
1965,4,17,"Ladera metamórfica","Oaxaca","El Fortín, km 492 carretera México-Oaxaca",17.523056,-97.223333,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1150
1988,10,30,"NO DISPONIBLE","Oaxaca","7 KM AL SW DE SAN PEDRO YOSOSCUA",17.311389,-97.848889,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1210
1965,4,17,"Ladera metamórfica","Oaxaca","6 km al W de El Fortín, km 479 de la carretera México-Oaxaca",17.465833,-97.3475,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1150
1978,10,26,"NO DISPONIBLE","Oaxaca","Al S de Santiago Matatlán",16.868056,-96.315833,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1010
1968,5,17,"Orilla de arroyo","Oaxaca","Alrededores de Magadalena Jicotlán",17.787778,-97.449444,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1100
1978,7,18,"NO DISPONIBLE","Oaxaca","1.5 mi West of Paseo Verde along a mountain ridge by Hwy. 190",17.466944,-97.289722,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1237.5
1973,7,20,"NO DISPONIBLE","Oaxaca","Rancho Teja, 2 km al E de Ixtlán",17.318056,-96.478611,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1100
1965,10,14,"NO DISPONIBLE","Oaxaca","El Carrizal, Yolox, Oax.",17.592778,-96.543056,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",800
1989,9,13,"NO DISPONIBLE","Oaxaca","7 km camino Teotitlán-Huautla",18.150833,-97.036111,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1000
1988,9,4,"Ladera de cerro","Oaxaca","12 km al NE de San Juan Mixtepec, cam. a Yosañama",17.344167,-97.750278,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1190
1963,5,23,"Pendiente de 80%, suelos no profundos","Oaxaca","Sayotitla, arriba de Mazatlán, Oaxaca",18.0675,-96.849444,"Quercus oajacana Liebm.","Quercus",NA,"oajacana",1000
1965,4,17,"Ladera metamórfica","Oaxaca","El Fortín, km 492 carretera México-Oaxaca",17.523056,-97.223333,"Quercus felipensis Trel.","Quercus",NA,"felipensis",1150
1964,12,2,"NO DISPONIBLE","Oaxaca","El Punto, 28 km al NE de Oaxaca, sobre la carretera a Ixtlán de Juárez",17.223056,-96.536111,"Quercus felipensis Trel.","Quercus",NA,"felipensis",1200
1978,12,5,"NO DISPONIBLE","Oaxaca","A 16 km al SE de Copala",17.054444,-97.9725,"Quercus pulchella Bonpl.","Quercus",NA,"pulchella",900
1975,5,18,"Suelo rojo calcáreo","Oaxaca","A 1 km W de las desv. Tlaxiaco-Pinotepa Nacional, sobre la carretera Huajapan de León",17.251389,-98.156111,"Quercus pulchella Bonpl.","Quercus",NA,"pulchella",1140
1968,8,4,"Ladera ígena","Oaxaca","Cerro Nate, 3.5 km al SSW de Santa Magdalena Jicotlán",17.793889,-97.515,"Quercus repanda Bonpl.","Quercus",NA,"repanda",1225
1968,8,4,"Ladera ígnea de exposición NW","Oaxaca","Cerro Nate, 3.5 km al SSW de Santa Magdalena Jicotlán",17.793889,-97.515,"Quercus repanda Bonpl.","Quercus",NA,"repanda",1225
1980,4,4,"NO DISPONIBLE","Oaxaca","En la Orilla del río Culebra, Macualtianguis",17.561944,-96.619722,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",625
1950,8,14,"NO DISPONIBLE","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",1175
1977,7,5,"Ladera caliza","Oaxaca","15 km al S de Dominguillo, sobre la carretera a Oaxaca",17.526389,-96.919722,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",775
1997,5,2,"NO DISPONIBLE","Oaxaca","El Mesón, camino de terracería de Progreso a San Juan Mixtepec [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1997,8,8,"NO DISPONIBLE","Oaxaca","Paraje el Machin, 4 km antes de salir a la carretera de Valle Nacional a Ixtlán, Macuiltianguis.",17.546111,-96.517222,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1997,8,8,"NO DISPONIBLE","Oaxaca","km 20 de Ixtlán a Valle Nacional, sobre la carretera [La clave del sitio corresponde a la cabecera municipal de Jaltianguis].",17.361944,-96.527778,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
