"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","genus","subgenus","specificEpithet","elevation","interest"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,1",16.743889,-92.491944,"Quercus",NA,"crassifolia",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"crassifolia",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"crassifolia",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"crassifolia",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"acatenangensis",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 1,1",16.739167,-92.489722,"Quercus",NA,"laurina",1260,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,1",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 1,2",16.739167,-92.489722,"Quercus",NA,"laurina",1260,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,1",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 1,1",16.739167,-92.489722,"Quercus",NA,"laurina",1260,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,1",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 1,2",16.739167,-92.489722,"Quercus",NA,"laurina",1260,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,1",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 1,2",16.739167,-92.489722,"Quercus",NA,"laurina",1260,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 1,2",16.739167,-92.489722,"Quercus",NA,"laurina",1260,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Pinar 1,1",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,1",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Pinar 1,1",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,2",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Pinar 1,1",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,1",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,1",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 1,1",16.739167,-92.489722,"Quercus",NA,"laurina",1260,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,1",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,2",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,1",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Pinar 1,2",16.743889,-92.491944,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 1,1",16.742222,-92.4925,"Quercus",NA,"laurina",1207.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Intermedio 2,2",16.737222,-92.490833,"Quercus",NA,"laurina",1262.5,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,1",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
NA,NA,NA,"","Chiapas","Bosque Maduro 2,1",16.735556,-92.49,"Quercus",NA,"laurina",1225,"no"
