"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","genus","subgenus","specificEpithet","elevation"
1981,4,10,"NO DISPONIBLE","Oaxaca","Cerro Yucudaá, 3 km al norte de San Juan Teposcolula",17.578889,-97.472778,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1180
1950,8,16,"NO DISPONIBLE","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1175
1984,10,6,"Pendiente ligera, suelo arenoso","Oaxaca","1 km al N de Congregación Benito Juárez, ca. del Río Portamonedas, ca. 39 en línea recta al N",16.725,-94.133333,"Quercus conspersa Benth.","Quercus",NA,"conspersa",450
1974,10,11,"Slopes","Chiapas","3-5 km above Jaltenango along road to Finca Prusia",15.911389,-92.731389,"Quercus conspersa Benth.","Quercus",NA,"conspersa",450
1968,8,24,"Ladera caliza","Oaxaca","Cerro Solo, 7 km al NE de Tepelmeme de Morelos",17.881667,-97.38,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1175
1980,7,31,"NO DISPONIBLE","Oaxaca","Macuiltianguis",17.589444,-96.558889,"Quercus conspersa Benth.","Quercus",NA,"conspersa",750
1987,10,23,"NO DISPONIBLE","Oaxaca","Camino a Agua Canoa",16.671389,-96.3,"Quercus conspersa Benth.","Quercus",NA,"conspersa",560
1972,4,19,"Steep rocky slope","Chiapas","Highway 190 in the Zinacantán Paraje of Muktajok",16.759722,-92.722222,"Quercus conspersa Benth.","Quercus",NA,"conspersa",780
1965,8,2,"NO DISPONIBLE","Oaxaca","6 mi NW El Coyula",16.278056,-95.5375,"Quercus conspersa Benth.","Quercus",NA,"conspersa",750
1972,12,19,"NO DISPONIBLE","Oaxaca","14 km al SE de Camarón, sobre la carretera a Tehuantepec",16.503056,-95.174722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",675
1982,9,19,"NO DISPONIBLE","Oaxaca","17 km al SW de San Sebastián de las Grutas camino a Tlacuache",17.891389,-97.504167,"Quercus conspersa Benth.","Quercus",NA,"conspersa",0
1972,9,23,"Steep slope","Chiapas","10 km southwest of Ocosingo, along road to San Cristóbal",16.878333,-92.186944,"Quercus conspersa Benth.","Quercus",NA,"conspersa",600
1975,5,24,"NO DISPONIBLE","Chiapas","1 km al NE de Rizo de Oro, sobre la carretera a Cintalapa",15.960833,-92.475833,"Quercus conspersa Benth.","Quercus",NA,"conspersa",375
1982,3,15,"NO DISPONIBLE","Oaxaca","13 km al NE del Coyul carr. Tehuantepec-Oaxaca",16.990278,-97.937222,"Quercus conspersa Benth.","Quercus",NA,"conspersa",0
1970,6,19,"NO DISPONIBLE","Chiapas","3 Km NW of Pueblo Nuevo Solistahuacán",17.083611,-92.886111,"Quercus conspersa Benth.","Quercus",NA,"conspersa",810
1971,7,10,"NO DISPONIBLE","Chiapas","North side of Aguacatenango near the lake, Municipio of Venustiano Carranza",16.469167,-92.453056,"Quercus conspersa Benth.","Quercus",NA,"conspersa",870
1981,7,18,"NO DISPONIBLE","Oaxaca","1 km al E de Teposcolula",17.516389,-97.485556,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1120
1963,12,18,"NO DISPONIBLE","San marcos","Near Aldea Fraternidad, between San Rafael Pie de la Cuesta and Palo Gordo, west facing slope of the Sierra Madre Mountains",14.57,-91.528889,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1200
1980,10,24,"NO DISPONIBLE","Oaxaca","Campamento San Mateo, 14 km al oeste de San Jerónimo, mun. San Jerónimo Sosola",16.718611,-96.995278,"Quercus conspersa Benth.","Quercus",NA,"conspersa",950
1973,11,4,"NO DISPONIBLE","Oaxaca","North of Jayacatlán along road towards Nacaltepec",17.5025,-96.919722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",800
1965,7,28,"Falt plain","Chiapas","North side of Aguacatenango near the lake, Municipio of Venustiano Carranza",16.469167,-92.453056,"Quercus conspersa Benth.","Quercus",NA,"conspersa",885
1972,4,19,"NO DISPONIBLE","Chiapas","5-7 km NW of Rizo de Oro along a logging road to cerro Baúl and Colonia Figueroa",16.731389,-93.749722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",500
1951,11,23,"NO DISPONIBLE","Oaxaca","18 km al SE of Nochistlán, in the Mixteca Alta",17.413889,-97.185,"Quercus conspersa Benth.","Quercus",NA,"conspersa",0
1972,2,9,"NO DISPONIBLE","Chiapas","Base of Cerro Tres Picos near Cerro Bola along a logging road southwest of Colonia Agronomos Mexicanos",15.973056,-93.368333,"Quercus conspersa Benth.","Quercus",NA,"conspersa",750
1971,7,10,"NO DISPONIBLE","Chiapas","5-7 km NW of Rizo de Oro along a logging road to cerro Baúl and Colonia Figueroa",16.731389,-93.749722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",500
1966,9,12,"Steep slope","Chiapas","3 miles south of Aguacatenango along road to Pinola Las Rosas",16.418333,-92.421667,"Quercus conspersa Benth.","Quercus",NA,"conspersa",840
1982,2,17,"NO DISPONIBLE","Oaxaca","2 km al E de Yucunama",17.553056,-97.464722,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1250
1987,11,4,"NO DISPONIBLE","Oaxaca","3 km al NW de Unión Juárez, cam. Rio Monas-Peña Colorada",16.959722,-96.415556,"Quercus conspersa Benth.","Quercus",NA,"conspersa",775
1965,7,14,"Slope","Chiapas","Paraje of Kulak´tik",16.862222,-92.528611,"Quercus conspersa Benth.","Quercus",NA,"conspersa",900
1972,7,18,"Deep shaded canyon","Chiapas","Rancho Ch' a ha' 5-6 west of Teopisca",16.538056,-92.518333,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1100
1965,6,28,"Flat plain","Chiapas","North side of Aguacatenango near the lake, Municipio of Venustiano Carranza",16.469167,-92.453056,"Quercus conspersa Benth.","Quercus",NA,"conspersa",885
1960,8,20,"NO DISPONIBLE","Oaxaca","Puerto Herrera (km 420), just NW of Yanhuitlán",17.550278,-97.416944,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1250
1971,7,10,"NO DISPONIBLE","Chiapas","About 1.8 mi up road to mricowave tower and La Providencia, from Hwy 190, about 4 mi SW of Rizo de Oro",15.927778,-92.528056,"Quercus conspersa Benth.","Quercus",NA,"conspersa",0
1981,7,30,"NO DISPONIBLE","Oaxaca","Distrito de Ixtlán, Sierra de Juárez; camino de Trinidad a Xiacui",17.330556,-96.487222,"Quercus urbani f. parvifolia Martínez","Quercus",NA,"urbani",1200
1975,5,20,"NO DISPONIBLE","Oaxaca","3 km al NE de Ixtlán, sobre la carretera a Tuxtepec",17.348333,-96.459167,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1025
1986,6,3,"NO DISPONIBLE","Oaxaca","1 KM AL S DE SANTA MARIA LAXIXIO",16.567778,-96.999444,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1000
1965,4,17,"Ladera metamórfica","Oaxaca","El Fortín, km 492 carretera México-Oaxaca",17.523056,-97.223333,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1150
1988,10,30,"NO DISPONIBLE","Oaxaca","7 KM AL SW DE SAN PEDRO YOSOSCUA",17.311389,-97.848889,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1210
1965,4,17,"Ladera metamórfica","Oaxaca","6 km al W de El Fortín, km 479 de la carretera México-Oaxaca",17.465833,-97.3475,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1150
1978,10,26,"NO DISPONIBLE","Oaxaca","Al S de Santiago Matatlán",16.868056,-96.315833,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1010
1968,5,17,"Orilla de arroyo","Oaxaca","Alrededores de Magadalena Jicotlán",17.787778,-97.449444,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1100
1978,7,18,"NO DISPONIBLE","Oaxaca","1.5 mi West of Paseo Verde along a mountain ridge by Hwy. 190",17.466944,-97.289722,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1237.5
1973,7,20,"NO DISPONIBLE","Oaxaca","Rancho Teja, 2 km al E de Ixtlán",17.318056,-96.478611,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1100
1965,10,14,"NO DISPONIBLE","Oaxaca","El Carrizal, Yolox, Oax.",17.592778,-96.543056,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",800
1989,9,13,"NO DISPONIBLE","Oaxaca","7 km camino Teotitlán-Huautla",18.150833,-97.036111,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1000
1988,9,4,"Ladera de cerro","Oaxaca","12 km al NE de San Juan Mixtepec, cam. a Yosañama",17.344167,-97.750278,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1190
1963,5,23,"Pendiente de 80%, suelos no profundos","Oaxaca","Sayotitla, arriba de Mazatlán, Oaxaca",18.0675,-96.849444,"Quercus oajacana Liebm.","Quercus",NA,"oajacana",1000
1965,4,17,"Ladera metamórfica","Oaxaca","El Fortín, km 492 carretera México-Oaxaca",17.523056,-97.223333,"Quercus felipensis Trel.","Quercus",NA,"felipensis",1150
1964,12,2,"NO DISPONIBLE","Oaxaca","El Punto, 28 km al NE de Oaxaca, sobre la carretera a Ixtlán de Juárez",17.223056,-96.536111,"Quercus felipensis Trel.","Quercus",NA,"felipensis",1200
1972,11,12,"NO DISPONIBLE","Chiapas","On the south east side of Volcan Tacana above Talquian",15.053333,-92.171667,"Quercus uxoris McVaugh","Quercus",NA,"uxoris",1100
1964,11,28,"On steep moist slope","Chiapas","In the paraje of Oshe Wits, Municipio of Tenejapa",16.868333,-92.473056,"Quercus uxoris McVaugh","Quercus",NA,"uxoris",577.5
1978,12,5,"NO DISPONIBLE","Oaxaca","A 16 km al SE de Copala",17.054444,-97.9725,"Quercus pulchella Bonpl.","Quercus",NA,"pulchella",900
1975,5,18,"Suelo rojo calcáreo","Oaxaca","A 1 km W de las desv. Tlaxiaco-Pinotepa Nacional, sobre la carretera Huajapan de León",17.251389,-98.156111,"Quercus pulchella Bonpl.","Quercus",NA,"pulchella",1140
1968,8,4,"Ladera ígena","Oaxaca","Cerro Nate, 3.5 km al SSW de Santa Magdalena Jicotlán",17.793889,-97.515,"Quercus repanda Bonpl.","Quercus",NA,"repanda",1225
1968,8,4,"Ladera ígnea de exposición NW","Oaxaca","Cerro Nate, 3.5 km al SSW de Santa Magdalena Jicotlán",17.793889,-97.515,"Quercus repanda Bonpl.","Quercus",NA,"repanda",1225
1975,5,29,"Ladera caliza","Chiapas","6 km al N de Soyaló, sobre la carretera a Bochil, mun. Soyaló",16.929444,-92.909722,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",650
1973,3,13,"Dry slope","Chiapas","60 km northwest of Soyalo, above Copainala",17.171944,-93.3675,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",275
1966,10,12,"Slope","Chiapas","On trail from Zinacatán center to Ixtapa near Paraje Vo 'bits",16.795556,-92.900833,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",675
1948,12,23,"NO DISPONIBLE","Chiapas","Hacia Junchavin y Rancho Quijá al NO de Comitán",16.261389,-92.140833,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",0
1984,11,17,"ORILLA DE RIACHUELO","Chiapas","8 km al SE de la Trinitoria, camino a Ciudad Cuahutemoc",16.055,-92.015278,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",0
1984,11,17,"NO DISPONIBLE","Chiapas","8 km al SE de la Trinitoria, camino a Ciudad Cuahutemoc",16.055,-92.015278,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",0
1981,10,20,"NO DISPONIBLE","Chiapas","15 km south of Comitán on road to Tzimol and Tuxtla Gutiérrez",16.269167,-92.218889,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",600
1975,5,29,"Ladera caliza","Chiapas","6 km al N de Soyaló, sobre la carretera a Bochil, mun. Soyaló",16.929444,-92.909722,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",650
1980,4,4,"NO DISPONIBLE","Oaxaca","En la Orilla del río Culebra, Macualtianguis",17.561944,-96.619722,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",625
1973,2,20,"Steep banks of small stream with Seasonal Evergreen Forest","Chiapas","In the valley of La Soledad, along logging road from Las Margaritas to Campo Alegre",16.270833,-91.993333,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",650
1976,8,18,"Slope","Chiapas","Zinanantan center to Ixtapa between Burrero and Ixtapa",16.765833,-92.751667,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",550
1950,8,14,"NO DISPONIBLE","Oaxaca","Vicinity of Cerro Zempoaltepetl",17.1475,-96.002222,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",1175
1964,11,28,"On steep moist slope","Chiapas","In the paraje of Oshe Wits, Municipio of Tenejapa",16.868333,-92.473056,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",525
1965,7,22,"NO DISPONIBLE","Chiapas","3 miles south of Aguacatenango along road to Pinola Las Rosas",16.418333,-92.421667,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",840
1972,9,23,"Steep slope","Chiapas","10 km southwest of Ocosingo, along road to San Cristóbal",16.878333,-92.186944,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",600
1975,10,3,"Ladera caliza","Chiapas","6 km al N de Soyaló, sobre la carretera a Bochil, mun. Soyaló",16.929444,-92.909722,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",650
1981,10,4,"Moist grassy slope","Chiapas","3 km south of Aguacatenango along to Las Rosas",16.413889,-92.458611,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",984
1995,9,22,"Orilla de carretera","Chiapas","Km 33.9 de la carretera Escopetazo-Bochil",16.972222,-92.913889,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",830
1977,7,5,"Ladera caliza","Oaxaca","15 km al S de Dominguillo, sobre la carretera a Oaxaca",17.526389,-96.919722,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",775
1997,5,2,"NO DISPONIBLE","Oaxaca","El Mesón, camino de terracería de Progreso a San Juan Mixtepec [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1997,8,8,"NO DISPONIBLE","Oaxaca","Paraje el Machin, 4 km antes de salir a la carretera de Valle Nacional a Ixtlán, Macuiltianguis.",17.546111,-96.517222,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1997,8,8,"NO DISPONIBLE","Oaxaca","km 20 de Ixtlán a Valle Nacional, sobre la carretera [La clave del sitio corresponde a la cabecera municipal de Jaltianguis].",17.361944,-96.527778,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1997,5,2,"NO DISPONIBLE","Oaxaca","El Mesón, camino de terracería de Progreso a San Juan Mixtepec [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1985,12,13,"NO DISPONIBLE","Oaxaca","9 km de la entrada al camino a Villa Alta, entronque que se encuentra aproximadamente a 10 km de Totontepec, en la barranca.",17.273172,-96.106166,"Quercus laurina Bonpl.","Quercus",NA,"laurina",0
1997,8,9,"NO DISPONIBLE","Oaxaca","17.2 km de Ixtlán a Natividad.",17.289167,-97.443333,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",1065
1997,5,3,"NO DISPONIBLE","Oaxaca","San Pedro Yolox, camino de terracería hacia el cerro Pelón.",17.5875,-96.551667,"Quercus acatenangensis Trel.","Quercus",NA,"acatenangensis",0
1984,8,23,"NO DISPONIBLE","Oaxaca","Loma Pachona, 5 km al NO de Guadalupe Cuautepec.",18.033333,-97.65,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",890
1997,5,4,"NO DISPONIBLE","Oaxaca","km 178 por la carretera federal de Ixtlán a la ciudad de Oaxaca, 'El Cerezal' [La clave del sitio corresponde a la cabecera muncipal de Ixtepeji].",17.265833,-96.562222,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",0
1985,8,2,"NO DISPONIBLE","Oaxaca","3 km al S de Tonaltepec, carretera Teotitlán-Oaxaca.",17.562203,-96.945516,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",0
1997,5,2,"NO DISPONIBLE","Oaxaca","km 12 de Juxtlahuaca hacia San Pedro Chayuco [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus candicans Née","Quercus",NA,"candicans",0
1989,1,6,"NO DISPONIBLE","Oaxaca","Cañada San Isidro, a 12 km al SO de San Juan Mixtepec.",17.251082,-97.884577,"Quercus candicans Née","Quercus",NA,"candicans",0
1997,8,9,"NO DISPONIBLE","Oaxaca","15.7 km de Ixtlán a la ciudad de Oaxaca, pasando Guelatao de Juárez.",17.3,-96.545556,"Quercus sartorii Liebm.","Quercus",NA,"sartorii",1005
1997,5,2,"Orilla de camino.","Oaxaca","El Mesón, camino de terracería de Progreso a San Juan Mixtepec [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",0
1997,5,3,"NO DISPONIBLE","Oaxaca","San Pedro Yolox, camino de terracería hacia el cerro Pelón.",17.5875,-96.551667,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",0
1997,5,4,"NO DISPONIBLE","Oaxaca","Cerro del Humo.",17.330556,-96.487222,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",0
1997,5,2,"Orilla de camino.","Oaxaca","El Mesón, camino de terracería de Progreso a San Juan Mixtepec [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",0
1997,5,2,"NO DISPONIBLE","Oaxaca","km 35 de la carretera federal de Huajuapan de León a Juxtlahuaca [La clave del sitio corresponde a la cabecera municipal de Tlacotepec].",17.454167,-98.005833,"Quercus acutifolia Née","Quercus",NA,"acutifolia",0
1985,7,17,"NO DISPONIBLE","Oaxaca","Hijadero Aria, cerro Verde, NE de Rodeo [La clave del sitio corresponde a la cabecera municipal de Tepelmeme Villa de Morelos].",17.875,-97.362222,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",0
1997,5,2,"NO DISPONIBLE","Oaxaca","El Mesón, camino de terracería de Progreso a San Juan Mixtepec [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",0
1997,5,4,"NO DISPONIBLE","Oaxaca","4.4 km de Ixtlán a Capulalpán, por la carretera federal a la altura de la curva peligrosa.",17.858611,-96.458611,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1050
1997,5,4,"NO DISPONIBLE","Oaxaca","4.5 km de Ixtlán de Juárez a Capulalpan de Méndez, a la altura de la curva peligrosa.",17.325278,-96.458611,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1050
2002,11,9,"NO DISPONIBLE","Oaxaca","Región Itsmo.",16.822778,-95.495,"Quercus insignis M.Martens & Galeotti","Quercus",NA,"insignis",430
2002,11,9,"NO DISPONIBLE","Oaxaca","Región Itsmo.",16.822778,-95.495,"Quercus insignis M.Martens & Galeotti","Quercus",NA,"insignis",430
1997,8,8,"Vereda.","Oaxaca","Macuiltianguis, camino al paraje Ojo de Agua.",17.533056,-96.562778,"Quercus peduncularis Née","Quercus",NA,"peduncularis",950
1997,8,9,"Cañada.","Oaxaca","15.7 km de Ixtlán a la ciudad de Oaxaca, pasando Guelatao de Juárez.",17.3,-96.545556,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1005
1997,5,2,"NO DISPONIBLE","Oaxaca","km 31 de la carretera federal de Huajuapan de León a Juxtlahuaca [La clave del sitio corresponde a la cabecera municipal de Tlacotepec].",17.454167,-98.005833,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",0
1997,8,9,"NO DISPONIBLE","Oaxaca","35.4 km de Santiago Xiacui a Santa María Yavesia.",17.265833,-96.435556,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",945
1997,8,9,"Camino de terracería.","Oaxaca","San Lorenzo Albarradas, 3 km después de la desviación a Hierve el Agua.",16.909722,-96.256944,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",0
1997,8,7,"NO DISPONIBLE","Oaxaca","6 km de Tuxtepec, hacia ejido Benito Juárez, enfrente de los viveros de la papelera Sebastopol.",18.067778,-96.139722,"Quercus sapotifolia Liebm.","Quercus",NA,"sapotifolia",15
1997,8,7,"NO DISPONIBLE","Oaxaca","4.3 km de Tuxtepec hacia ejido Benito Juárez (Sebastopol), sobre la carretera federal a Ixtlán.",18.067778,-96.139722,"Quercus sapotifolia Liebm.","Quercus",NA,"sapotifolia",15
1983,7,18,"NO DISPONIBLE","Oaxaca","Portezuelo Mole, cerro Verde [La clave del sitio corresponde a la cabecera municipal de Tepelmeme].",17.875,-97.362222,"Quercus rugosa Née","Quercus",NA,"rugosa",0
1997,8,9,"NO DISPONIBLE","Oaxaca","17.2 km de Ixtlán a Natividad.",17.289167,-97.443333,"Quercus castanea Née","Quercus",NA,"castanea",1065
1997,5,2,"NO DISPONIBLE","Oaxaca","km 12 de Juxtlahuaca hacia San Pedro Chayuco [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus castanea Née","Quercus",NA,"castanea",0
1997,5,4,"NO DISPONIBLE","Oaxaca","Santa Catarina Ixtepeji.",17.265833,-96.562222,"Quercus castanea Née","Quercus",NA,"castanea",0
1997,5,2,"NO DISPONIBLE","Oaxaca","km 12 de Juxtlahuaca hacia San Pedro Chayuco [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus castanea Née","Quercus",NA,"castanea",0
1997,5,4,"NO DISPONIBLE","Oaxaca","17.2 km de Ixtlán a Natividad.",17.289167,-97.443333,"Quercus castanea Née","Quercus",NA,"castanea",1065
1997,5,2,"NO DISPONIBLE","Oaxaca","km 12 de Juxtlahuaca hacia San Pedro Chayuco [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus castanea Née","Quercus",NA,"castanea",0
1997,8,8,"NO DISPONIBLE","Oaxaca","Macuiltianguis, camino al paraje Ojo de Agua.",17.533056,-96.562778,"Quercus castanea Née","Quercus",NA,"castanea",950
1997,5,4,"NO DISPONIBLE","Oaxaca","km 178 por la carretera federal de Ixtlán a la ciudad de Oaxaca, 'El Cerezal' [La clave del sitio corresponde a la cabecera muncipal de Ixtepeji].",17.265833,-96.562222,"Quercus castanea Née","Quercus",NA,"castanea",0
1997,8,9,"NO DISPONIBLE","Oaxaca","17.2 km de Ixtlán a Natividad.",17.289167,-97.443333,"Quercus castanea Née","Quercus",NA,"castanea",1065
1997,5,4,"NO DISPONIBLE","Oaxaca","4.4 km de Ixtlán a Capulalpán, por la carretera federal a la altura de la curva peligrosa.",17.858611,-96.458611,"Quercus castanea Née","Quercus",NA,"castanea",1050
1997,5,2,"NO DISPONIBLE","Oaxaca","km 12 de Juxtlahuaca hacia San Pedro Chayuco [La clave del sitio corresponde a la cabecera municipal de Juxtlahuaca].",17.333333,-98.011111,"Quercus castanea Née","Quercus",NA,"castanea",0
1997,8,7,"NO DISPONIBLE","Oaxaca","6 km de Tuxtepec, hacia ejido Benito Juárez, enfrente de los viveros de la papelera Sebastopol.",18.067778,-96.139722,"Quercus glaucescens Bonpl.","Quercus",NA,"glaucescens",15
1997,5,4,"NO DISPONIBLE","Oaxaca","4.4 km de Ixtlán a Capulalpán, por la carretera federal a la altura de la curva peligrosa.",17.858611,-96.458611,"Quercus laeta Liebm.","Quercus",NA,"laeta",1050
1999,3,2,"","Chiapas","La Montaña",17.758333,-91.870833,"Quercus oleoides Schltdl. & Cham.","Quercus",NA,"oleoides",0
NA,NA,NA,"NO DISPONIBLE","Oaxaca","Macuiltianguis",17.534442,-96.553337,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",0
NA,NA,NA,"NO DISPONIBLE","Oaxaca","Macuiltianguis",17.534442,-96.553337,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",0
NA,NA,NA,"NO DISPONIBLE","Oaxaca","Macuiltianguis",17.534442,-96.553337,"Quercus acatenangensis Trel.","Quercus",NA,"acatenangensis",0
1963,9,20,"NO DISPONIBLE","Oaxaca","Cerro del Humo Chico, Comaltepec",17.554722,-96.536944,"Quercus macdougallii Martínez","Quercus",NA,"macdougallii",157.5
1894,8,27,"NO DISPONIBLE","Oaxaca","Sierra de San Felipe",17.101389,-96.863333,"Quercus glaucophylla Seemen, 1900","Quercus",NA,"glaucophylla",140
1894,11,1,"NO DISPONIBLE","Oaxaca","Hills near Salome",17.5037782,-96.917552,"Quercus impressa Trel.","Quercus",NA,"impressa",90
1952,11,16,"NO DISPONIBLE","Oaxaca","San Pedro Sosoltepec",16.1388477,-95.946695,"Quercus mulleri Martínez","Quercus",NA,"mulleri",0
1894,8,1,"NO DISPONIBLE","Oaxaca","Las Sedas, near Oaxaca",17.400278,-96.969722,"Quercus poculifer Trel.","Quercus",NA,"poculifer",95
1988,5,31,"Steep ridge with Montane Rain Forest above Colonia El Rosario","Chiapas","Colonia El Rosario",15.518061,-92.305561,"Quercus benthamii A.DC.","Quercus",NA,"benthamii",1085
1976,9,20,"Steep slope along ravines with montane rain forest","Chiapas","On the ridge above Siltepec on the rd to Huixtla",15.4883999,-92.1188259,"Quercus benthamii A.DC.","Quercus",NA,"benthamii",2200
1941,7,6,"NO DISPONIBLE","Chiapas","Mt Male, near Porvenir",15.430542,-92.238542,"Quercus benthamii A.DC.","Quercus",NA,"benthamii",1600
1976,9,20,"Steep slope along ravines with montane rain forest","Chiapas","On the ridge above Siltepec on the rd to Huixtla",15.4883999,-92.1188259,"Quercus benthamii A.DC.","Quercus",NA,"benthamii",2200
1988,5,21,"Ridge with Pinus, Quercus and Liquidambar","Chiapas","N of Coapilla towards Ocotepec and Tapalapa",17.177292,-93.149369,"Quercus benthamii A.DC.","Quercus",NA,"benthamii",850
1972,6,27,"Steep canyon, Montane Rian Forest with Oecopetalum, Magnolia, Clethra, Pinus, Quercus and Symplocos","Chiapas","SW side of Cerro Mozotal, 11 Km NW of the jct of the rd to Motozintla along the rd to El Porvenir and Siltepec",15.380658,-92.331239,"Quercus benthamii A.DC.","Quercus",NA,"benthamii",1050
1945,5,9,"NO DISPONIBLE","Chiapas","Pinabeto, ca Motozintla",15.213331,-92.237781,"Quercus benthamii A.DC.","Quercus",NA,"benthamii",1293
1968,9,12,"Ladera ígnea con bosque de Quercus rugosa, Quercus castanea y Quercus sp.","Oaxaca","Cerro Tamazulapan, 3 Km al E de San Francisco Teopan, Ex-Dto Coixtlahuaca",17.85,-97.468147,"Quercus diversifolia Née","Quercus",NA,"diversifolia",1175
1966,12,12,"Slope with Quercus and Pinus","Chiapas","Along trail from Zinacantán to Ixtapa",16.786669,-92.813122,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",750
